new_ranks,original_rank,exp_length,exp,new_scores,original_score,prediction,new_rank,facts,new_score
[4],1,11,"[(6394, 3, 2586), (25754, 9, 3917), (25754, 3, 9), (6394, 3, 78), (6394, 3, 10), (25754, 3, 2586), (6394, 3, 113), (25754, 3, 78), (25754, 3, 113), (6394, 3, 9), (25754, 3, 10)]",[6.263754],8.089542,"(6394, 9, 3917)",4.0,"[([(6394, 3, 2586), (25754, 9, 3917), (25754, 3, 2586)], 0.6541004, 'xrule'), ([(25754, 9, 3917), (6394, 3, 9), (25754, 3, 9)], 0.6316004, 'xrule'), ([(25754, 3, 113), (25754, 9, 3917), (6394, 3, 113)], 0.6243, 'xrule'), ([(25754, 9, 3917), (6394, 3, 78), (25754, 3, 78)], 0.61139965, 'xrule'), ([(6394, 3, 10), (25754, 9, 3917), (25754, 3, 10)], 0.6104002, 'xrule'), ({(6394, 3, 9), (6394, 3, 2586), (6394, 3, 2593), (6394, 3, 113)}, 0.485527081003459, 'baseline'), ({(6394, 3, 2586), (6394, 3, 2593), (6394, 3, 113), (6394, 4, 66)}, 0.4393740119999481, 'baseline'), ({(6394, 3, 9), (6394, 3, 2586), (6394, 3, 113), (6394, 4, 66)}, 0.43366627117014467, 'baseline'), ({(6394, 3, 9), (6394, 3, 2586), (6394, 3, 2593), (6394, 4, 66)}, 0.4257879675645652, 'baseline'), ({(6394, 3, 9), (6394, 3, 2593), (6394, 3, 113), (6394, 4, 66)}, 0.4080124318093629, 'baseline'), ({(6394, 3, 2586), (6394, 2, 68), (6394, 3, 2593), (6394, 3, 113)}, 0.4042873799068596, 'baseline'), ({(6394, 3, 9), (6394, 2, 68), (6394, 3, 113), (6394, 3, 2586)}, 0.39918999064230654, 'baseline'), ({(6394, 3, 2586), (6394, 3, 2593), (6394, 3, 113), (6394, 3, 220)}, 0.3986816822172007, 'baseline'), ({(6394, 3, 2586), (6394, 3, 2593), (6394, 3, 113), (6394, 3, 479)}, 0.3963909565190247, 'baseline'), ({(6394, 3, 2586), (6394, 3, 476), (6394, 3, 2593), (6394, 3, 113)}, 0.39186863284260787, 'baseline')]",6.263754
[3],1,20,"[(24968, 1, 65), (7868, 3, 3304), (7868, 11, 7869), (18756, 3, 2977), (24903, 3, 801), (24968, 11, 6729), (7868, 3, 149), (7868, 3, 2977), (7868, 3, 649), (25582, 11, 6729), (7882, 3, 149), (24903, 11, 6729), (7868, 3, 801), (7868, 1, 65), (10240, 11, 6729), (18756, 11, 6729), (25582, 3, 3304), (7882, 11, 6729), (10240, 11, 7869), (24903, 3, 649)]",[6.142964],7.079462,"(7868, 11, 6729)",3.0,"[({(7868, 3, 649), (7868, 3, 3304), (7868, 1, 65), (7868, 3, 801)}, 0.2281618523398717, 'baseline'), ({(7868, 3, 801), (7868, 3, 649), (7868, 3, 149), (7868, 1, 65)}, 0.22607139825870332, 'baseline'), ({(7868, 3, 801), (7868, 3, 3304), (7868, 3, 149), (7868, 1, 65)}, 0.22233776325987809, 'baseline'), ({(7868, 3, 801), (7868, 3, 2977), (7868, 3, 3304), (7868, 1, 65)}, 0.21780208823126762, 'baseline'), ({(7868, 11, 7869), (7868, 3, 801), (7868, 3, 649), (7868, 1, 65)}, 0.21669868704033327, 'baseline'), ({(7868, 3, 801), (7868, 3, 3304), (7868, 3, 2979), (7868, 1, 65)}, 0.21625427478890247, 'baseline'), ({(7868, 11, 7869), (7868, 3, 801), (7868, 3, 3304), (7868, 1, 65)}, 0.2146644997077336, 'baseline'), ({(7868, 3, 801), (7868, 3, 1790), (7868, 3, 649), (7868, 1, 65)}, 0.21302608722900923, 'baseline'), ({(7868, 3, 2979), (7868, 3, 801), (7868, 3, 149), (7868, 1, 65)}, 0.21284393538742183, 'baseline'), ({(7868, 3, 801), (7868, 3, 3304), (7868, 1, 65), (7868, 3, 915)}, 0.18499950631426992, 'baseline'), ([(18756, 11, 6729), (18756, 1, 65), (7868, 1, 65)], 0.12129974, 'xrule'), ([(18336, 11, 6729), (18336, 1, 65), (7868, 1, 65)], 0.11049938, 'xrule'), ([(8140, 11, 6729), (8140, 1, 65), (7868, 1, 65)], 0.1079998, 'xrule'), ([(25076, 11, 6729), (25076, 1, 65), (7868, 1, 65)], 0.10610008, 'xrule'), ([(22154, 11, 6729), (22154, 1, 65), (7868, 1, 65)], 0.10439968, 'xrule')]",6.142964
[4],1,19,"[(6115, 2, 209), (6115, 3, 1074), (6729, 2, 209), (6115, 3, 149), (6115, 3, 213), (6115, 2, 132), (14726, 11, 6729), (6729, 3, 226), (7882, 3, 149), (21698, 11, 6729), (6729, 3, 213), (21698, 3, 1074), (6115, 3, 212), (6115, 3, 227), (14726, 2, 132), (6729, 3, 212), (7882, 11, 6729), (6729, 3, 227), (6115, 3, 226)]",[5.7626677],7.6898937,"(6115, 11, 6729)",4.0,"[({(6115, 3, 227), (6115, 3, 212), (6115, 3, 213), (6115, 3, 226)}, 0.40723614090699817, 'baseline'), ({(6115, 3, 227), (6115, 2, 209), (6115, 3, 213), (6115, 3, 226)}, 0.3873281894095417, 'baseline'), ({(6115, 2, 132), (6115, 3, 227), (6115, 3, 213), (6115, 3, 226)}, 0.3871050295864935, 'baseline'), ({(6115, 3, 227), (6115, 3, 149), (6115, 3, 213), (6115, 3, 226)}, 0.38198189115475534, 'baseline'), ({(6115, 3, 227), (6115, 3, 213), (6115, 3, 1074), (6115, 3, 226)}, 0.36094860391910705, 'baseline'), ({(6115, 3, 227), (6115, 3, 39), (6115, 3, 213), (6115, 3, 226)}, 0.3589420731512556, 'baseline'), ({(6115, 2, 31), (6115, 3, 227), (6115, 3, 213), (6115, 3, 226)}, 0.35512165380886, 'baseline'), ({(6115, 3, 227), (6115, 3, 213), (6115, 3, 6), (6115, 3, 226)}, 0.35346607518461354, 'baseline'), ({(6115, 3, 227), (6115, 3, 212), (6115, 2, 209), (6115, 3, 213)}, 0.35296634988151454, 'baseline'), ({(6115, 2, 132), (6115, 3, 227), (6115, 3, 212), (6115, 3, 213)}, 0.3442869598370843, 'baseline'), ([(6115, 3, 138), (15932, 3, 138), (15932, 11, 6729)], 0.1427002, 'xrule'), ([(15932, 4, 66), (15932, 11, 6729), (6115, 4, 66)], 0.13119984, 'xrule'), ([(15932, 3, 40), (15932, 11, 6729), (6115, 3, 40)], 0.13090038, 'xrule'), ([(15932, 2, 30), (15932, 11, 6729), (6115, 2, 30)], 0.12880039, 'xrule'), ([(15932, 11, 6729), (6115, 3, 212), (15932, 3, 212)], 0.121500015, 'xrule')]",5.7626677
[1],1,20,"[(20133, 9, 9452), (15183, 1, 65), (6263, 3, 2034), (6263, 3, 2702), (6263, 3, 78), (9452, 3, 9), (6263, 1, 65), (6263, 2, 729), (6263, 3, 41), (25510, 9, 9452), (20133, 2, 729), (6263, 3, 10), (15183, 9, 9452), (25501, 9, 9452), (9452, 3, 78), (25501, 3, 2034), (9452, 3, 41), (25510, 3, 2702), (6263, 3, 9), (9452, 3, 10)]",[7.281429],7.2706003,"(6263, 9, 9452)",1.0,"[({(6263, 2, 729), (6263, 3, 2702), (6263, 3, 2034), (6263, 1, 65)}, 0.27144054675061274, 'baseline'), ({(6263, 2, 729), (6263, 3, 2702), (6263, 3, 2034), (6263, 3, 78)}, 0.26828865310707933, 'baseline'), ({(6263, 3, 2034), (6263, 3, 2702), (6263, 3, 9), (6263, 2, 729)}, 0.25991253155311816, 'baseline'), ({(6263, 2, 729), (6263, 3, 2702), (6263, 3, 2034), (6263, 3, 10)}, 0.25844291941404807, 'baseline'), ({(6263, 2, 729), (6263, 3, 41), (6263, 3, 2702), (6263, 3, 2034)}, 0.25415519964511757, 'baseline'), ({(6263, 2, 729), (6263, 3, 2702), (6263, 3, 14), (6263, 3, 2034)}, 0.25078109991194814, 'baseline'), ({(6263, 2, 729), (6263, 3, 2034), (6263, 1, 65), (6263, 3, 78)}, 0.24417785887191293, 'baseline'), ({(6263, 3, 2702), (6263, 3, 2034), (6263, 1, 65), (6263, 3, 78)}, 0.2431517053124594, 'baseline'), ({(6263, 2, 31), (6263, 3, 2702), (6263, 3, 2034), (6263, 2, 729)}, 0.24296573884048966, 'baseline'), ({(6263, 2, 729), (6263, 3, 2702), (6263, 3, 2034), (6263, 2, 68)}, 0.2411108422666042, 'baseline'), ([(6263, 3, 2132), (23688, 9, 9452), (23688, 3, 2132)], 0.18859959, 'xrule'), ([(6263, 3, 40), (23688, 9, 9452), (23688, 3, 40)], 0.16819954, 'xrule'), ([(23688, 9, 9452), (6263, 3, 732), (23688, 3, 732)], 0.16359997, 'xrule'), ([(23688, 3, 9), (23688, 9, 9452), (6263, 3, 9)], 0.16020012, 'xrule'), ([(6263, 3, 732), (13640, 3, 732), (13640, 9, 9452)], 0.15749931, 'xrule')]",7.281429
[1],1,16,"[(25132, 3, 1177), (14803, 9, 1470), (5834, 2, 1166), (1470, 3, 46), (25132, 3, 6), (5834, 3, 1171), (5834, 3, 1177), (24435, 9, 1470), (5834, 3, 46), (25132, 9, 1470), (14803, 3, 1171), (5834, 2, 789), (13201, 9, 1470), (13201, 2, 789), (24435, 2, 1166), (5834, 3, 6)]",[7.5425954],8.630572,"(5834, 9, 1470)",1.0,"[({(5834, 3, 1171), (5834, 3, 1177), (5834, 2, 1166), (5834, 2, 789)}, 0.584201856235945, 'baseline'), ({(5834, 3, 1171), (5834, 3, 46), (5834, 2, 1166), (5834, 2, 789)}, 0.5492706729668381, 'baseline'), ({(5834, 3, 46), (5834, 3, 1177), (5834, 2, 1166), (5834, 2, 789)}, 0.5425491763358739, 'baseline'), ({(5834, 3, 6), (5834, 3, 1177), (5834, 2, 1166), (5834, 2, 789)}, 0.5386658144775229, 'baseline'), ({(5834, 3, 6), (5834, 3, 1171), (5834, 2, 1166), (5834, 2, 789)}, 0.5363712740553889, 'baseline'), ({(5834, 3, 1171), (5834, 3, 40), (5834, 2, 1166), (5834, 2, 789)}, 0.5285873841511004, 'baseline'), ({(5834, 3, 40), (5834, 3, 1177), (5834, 2, 1166), (5834, 2, 789)}, 0.5265732239833559, 'baseline'), ({(5834, 3, 1171), (5834, 3, 46), (5834, 3, 1177), (5834, 2, 1166)}, 0.5250883530357107, 'baseline'), ({(5834, 3, 6), (5834, 3, 1171), (5834, 3, 1177), (5834, 2, 1166)}, 0.5209513138124211, 'baseline'), ({(5834, 3, 34), (5834, 3, 1177), (5834, 2, 1166), (5834, 2, 789)}, 0.5156364868345529, 'baseline'), ([(24537, 2, 1166), (24537, 9, 1470), (5834, 2, 1166)], 0.2152996, 'xrule'), ([(14803, 9, 1470), (14803, 2, 1166), (5834, 2, 1166)], 0.2038002, 'xrule'), ([(5834, 3, 6), (17908, 3, 6), (17908, 9, 1470)], 0.17140007, 'xrule'), ([(5834, 3, 6), (24537, 3, 6), (24537, 9, 1470)], 0.16629982, 'xrule'), ([(17908, 3, 40), (5834, 3, 40), (17908, 9, 1470)], 0.15740013, 'xrule')]",7.5425954
[1],1,19,"[(7610, 3, 2221), (7610, 3, 4088), (7903, 2, 1189), (7610, 3, 3734), (7610, 3, 1339), (21194, 3, 4088), (7610, 3, 39), (22636, 3, 39), (19496, 9, 7903), (24615, 9, 7903), (20901, 9, 7903), (22636, 9, 7903), (7610, 2, 1189), (24615, 3, 1123), (20901, 3, 2221), (19496, 3, 3734), (20901, 3, 1339), (7610, 3, 1123), (21194, 9, 7903)]",[8.453112],9.556608,"(7610, 9, 7903)",1.0,"[({(7610, 3, 3734), (7610, 3, 1123), (7610, 3, 4088), (7610, 3, 39)}, 0.2651234079928685, 'baseline'), ({(7610, 3, 1123), (7610, 3, 3734), (7610, 3, 39), (7610, 3, 1339)}, 0.26428226727809423, 'baseline'), ({(7610, 3, 1123), (7610, 3, 3734), (7610, 3, 39), (7610, 2, 1189)}, 0.2625732828674416, 'baseline'), ({(7610, 3, 1123), (7610, 3, 3734), (7610, 3, 2221), (7610, 3, 39)}, 0.24904255158869895, 'baseline'), ({(7610, 3, 1123), (7610, 3, 4088), (7610, 3, 39), (7610, 3, 1339)}, 0.2481060434126644, 'baseline'), ({(7610, 3, 3734), (7610, 3, 1123), (7610, 3, 4088), (7610, 3, 1339)}, 0.2466965127632213, 'baseline'), ({(7610, 3, 1123), (7610, 3, 4088), (7610, 3, 39), (7610, 2, 1189)}, 0.24546818026863473, 'baseline'), ({(7610, 3, 1123), (7610, 3, 39), (7610, 3, 1339), (7610, 2, 1189)}, 0.2454052377220592, 'baseline'), ({(7610, 3, 1123), (7610, 3, 3734), (7610, 3, 1339), (7610, 2, 1189)}, 0.24428085571235564, 'baseline'), ({(7610, 3, 3734), (7610, 3, 1123), (7610, 3, 4088), (7610, 2, 1189)}, 0.2441311288671392, 'baseline'), ([(7610, 3, 1005), (22486, 3, 1005), (22486, 9, 7903)], 0.16720009, 'xrule'), ([(7610, 3, 1123), (22486, 3, 1123), (22486, 9, 7903)], 0.16049957, 'xrule'), ([(22486, 9, 7903), (7610, 2, 1323), (22486, 2, 1323)], 0.16009998, 'xrule'), ([(22486, 3, 40), (22486, 9, 7903), (7610, 3, 40)], 0.15320015, 'xrule'), ([(7610, 3, 1005), (16201, 9, 7903), (16201, 3, 1005)], 0.13980007, 'xrule')]",8.453112
[1],1,18,"[(18126, 3, 630), (6766, 3, 630), (11980, 2, 2083), (14094, 9, 11980), (24095, 3, 1417), (6766, 3, 1417), (24095, 9, 11980), (18126, 9, 11980), (6766, 3, 2905), (18126, 3, 629), (6766, 2, 2083), (6766, 3, 629), (24095, 2, 2082), (6766, 2, 2082), (6766, 3, 5562), (14094, 3, 5562), (20395, 3, 2905), (20395, 9, 11980)]",[7.233612],8.600188,"(6766, 9, 11980)",1.0,"[({(6766, 2, 2082), (6766, 2, 2083), (6766, 3, 630), (6766, 3, 629)}, 0.7721329197866054, 'baseline'), ({(6766, 2, 2083), (6766, 3, 1417), (6766, 3, 630), (6766, 3, 629)}, 0.7454414825686219, 'baseline'), ({(6766, 2, 2083), (6766, 3, 630), (6766, 3, 629), (6766, 3, 5562)}, 0.7343225935274739, 'baseline'), ({(6766, 2, 2083), (6766, 3, 630), (6766, 3, 629), (6766, 3, 2905)}, 0.7206154323807161, 'baseline'), ({(6766, 2, 2082), (6766, 2, 2083), (6766, 3, 1417), (6766, 3, 629)}, 0.7205915905004915, 'baseline'), ({(6766, 2, 2082), (6766, 2, 2083), (6766, 3, 629), (6766, 3, 5562)}, 0.7138157343959726, 'baseline'), ({(6766, 2, 2082), (6766, 2, 2083), (6766, 3, 629), (6766, 3, 2905)}, 0.7003231499346383, 'baseline'), ({(6766, 2, 2082), (6766, 3, 629), (6766, 3, 1417), (6766, 3, 630)}, 0.6904736014481863, 'baseline'), ({(6766, 2, 2082), (6766, 2, 2083), (6766, 3, 1417), (6766, 3, 630)}, 0.6822624654721232, 'baseline'), ({(6766, 2, 2083), (6766, 3, 1417), (6766, 3, 629), (6766, 3, 5562)}, 0.6805220098142561, 'baseline'), ([(22042, 9, 11980), (6766, 3, 629), (22042, 3, 629)], 0.27719975, 'xrule'), ([(22042, 9, 11980), (6766, 2, 2083), (22042, 2, 2083)], 0.25940037, 'xrule'), ([(22042, 9, 11980), (22042, 3, 630), (6766, 3, 630)], 0.25629997, 'xrule'), ([(6766, 3, 629), (23486, 3, 629), (23486, 9, 11980)], 0.23810005, 'xrule'), ([(6766, 2, 2082), (24095, 9, 11980), (24095, 2, 2082)], 0.23050022, 'xrule')]",7.233612
[1],1,13,"[(5067, 3, 39), (18459, 11, 7984), (19846, 11, 7984), (18459, 3, 9), (8486, 11, 7984), (5067, 3, 9), (8486, 3, 185), (19846, 3, 39), (8486, 3, 278), (5067, 3, 278), (13697, 3, 9), (5067, 3, 185), (13697, 11, 7984)]",[5.0555024],5.666048,"(5067, 11, 7984)",1.0,"[([(8486, 11, 7984), (8486, 3, 278), (5067, 3, 278)], 1.0783005, 'xrule'), ([(5067, 3, 39), (19846, 3, 39), (19846, 11, 7984)], 0.9801998, 'xrule'), ([(18459, 11, 7984), (18459, 3, 9), (5067, 3, 9)], 0.97039986, 'xrule'), ([(13697, 11, 7984), (13697, 3, 9), (5067, 3, 9)], 0.9698, 'xrule'), ([(8486, 3, 185), (8486, 11, 7984), (5067, 3, 185)], 0.8708, 'xrule'), ({(5067, 3, 40), (5067, 3, 6), (5067, 3, 9), (5067, 3, 10)}, 0.3773088869897809, 'baseline'), ({(5067, 3, 40), (5067, 3, 41), (5067, 3, 6), (5067, 3, 10)}, 0.37125591603369806, 'baseline'), ({(5067, 2, 30), (5067, 3, 40), (5067, 3, 6), (5067, 3, 10)}, 0.36530498824462593, 'baseline'), ({(5067, 3, 40), (5067, 3, 41), (5067, 3, 6), (5067, 3, 9)}, 0.3580098565374216, 'baseline'), ({(5067, 3, 40), (5067, 3, 41), (5067, 3, 9), (5067, 3, 10)}, 0.35752109839697804, 'baseline'), ({(5067, 2, 31), (5067, 3, 40), (5067, 3, 6), (5067, 3, 10)}, 0.3554153855040938, 'baseline'), ({(5067, 3, 40), (5067, 3, 278), (5067, 3, 6), (5067, 3, 10)}, 0.3553152497354016, 'baseline'), ({(5067, 3, 40), (5067, 3, 6), (5067, 2, 68), (5067, 3, 10)}, 0.35494188618661315, 'baseline'), ({(5067, 3, 192), (5067, 3, 40), (5067, 3, 6), (5067, 3, 10)}, 0.35297254872468176, 'baseline'), ({(5067, 2, 30), (5067, 3, 40), (5067, 3, 6), (5067, 3, 9)}, 0.3510742599762984, 'baseline')]",5.0555024
[11],2,19,"[(21590, 4, 66), (22838, 3, 184), (8676, 2, 31), (7628, 2, 30), (7628, 3, 279), (21590, 12, 8676), (8676, 2, 30), (7628, 3, 184), (8676, 3, 279), (7628, 3, 7), (22838, 12, 8676), (8676, 3, 7), (7628, 4, 66), (7628, 3, 40), (25690, 3, 177), (7628, 3, 177), (8676, 3, 40), (25690, 12, 8676), (7628, 2, 31)]",[4.88537],8.142027,"(7628, 12, 8676)",11.0,"[({(7628, 3, 279), (7628, 3, 184), (7628, 3, 40), (7628, 3, 7)}, 0.7708683476142384, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 2, 30), (7628, 3, 7)}, 0.6633549181907619, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 4, 66), (7628, 3, 7)}, 0.6585712877705463, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 2, 31), (7628, 3, 7)}, 0.6543493714988728, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 3, 7), (7628, 3, 177)}, 0.6527748552152822, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 3, 7), (7628, 8, 7393)}, 0.6405430282476269, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 8, 7410), (7628, 3, 7)}, 0.6271648847437635, 'baseline'), ({(7628, 3, 279), (7628, 3, 40), (7628, 3, 7), (7628, 3, 7629)}, 0.6201277218938335, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 2, 30), (7628, 3, 40)}, 0.6159258327893455, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 3, 40), (7628, 2, 31)}, 0.6112080058994236, 'baseline'), ([(7628, 3, 279), (16674, 3, 279), (16674, 12, 8676)], 0.32219982, 'xrule'), ([(16674, 3, 7), (7628, 3, 7), (16674, 12, 8676)], 0.2939005, 'xrule'), ([(16674, 3, 40), (7628, 3, 40), (16674, 12, 8676)], 0.27180004, 'xrule'), ([(16674, 3, 6), (7628, 3, 6), (16674, 12, 8676)], 0.2585001, 'xrule'), ([(7628, 3, 279), (20054, 3, 279), (20054, 12, 8676)], 0.24410057, 'xrule')]",4.88537
[2],2,22,"[(8525, 11, 7869), (19562, 3, 75), (5200, 2, 266), (5200, 3, 628), (5200, 2, 31), (16127, 11, 7869), (14783, 2, 30), (5200, 3, 1552), (5200, 3, 75), (8525, 2, 31), (5200, 3, 1112), (5200, 2, 30), (22455, 11, 7869), (13848, 11, 7869), (22455, 2, 266), (14783, 11, 7869), (19562, 11, 7869), (23877, 11, 7869), (13848, 2, 31), (16127, 3, 1112), (23877, 3, 628), (23877, 3, 1552)]",[6.179937],6.3907385,"(5200, 11, 7869)",2.0,"[([(22455, 11, 7869), (22455, 2, 266), (5200, 2, 266)], 0.41969967, 'xrule'), ([(8525, 11, 7869), (8525, 2, 31), (5200, 2, 31)], 0.27460003, 'xrule'), ({(5200, 3, 75), (5200, 3, 628), (5200, 3, 1112), (5200, 3, 1552)}, 0.26749901074669996, 'baseline'), ({(5200, 3, 75), (5200, 2, 30), (5200, 3, 1112), (5200, 3, 1552)}, 0.2671051432524452, 'baseline'), ([(13848, 11, 7869), (13848, 2, 31), (5200, 2, 31)], 0.26010036, 'xrule'), ({(5200, 3, 75), (5200, 3, 1112), (5200, 3, 1552), (5200, 2, 31)}, 0.25244716892534824, 'baseline'), ({(5200, 3, 75), (5200, 3, 628), (5200, 3, 1112), (5200, 2, 30)}, 0.25225071204701416, 'baseline'), ({(5200, 2, 30), (5200, 3, 75), (5200, 3, 628), (5200, 3, 1552)}, 0.25173000586864924, 'baseline'), ({(5200, 3, 75), (5200, 1, 1054), (5200, 3, 1112), (5200, 3, 1552)}, 0.2516327310583517, 'baseline'), ({(5200, 3, 75), (5200, 3, 706), (5200, 3, 1112), (5200, 3, 1552)}, 0.25142101535290456, 'baseline'), ({(5200, 3, 75), (5200, 3, 1112), (5200, 2, 30), (5200, 2, 31)}, 0.24861721286333274, 'baseline'), ({(5200, 3, 75), (5200, 3, 1112), (5200, 2, 171), (5200, 3, 1552)}, 0.240824739971738, 'baseline'), ({(5200, 3, 75), (5200, 3, 706), (5200, 3, 628), (5200, 3, 1112)}, 0.24060539489243885, 'baseline'), ([(23442, 2, 31), (23442, 11, 7869), (5200, 2, 31)], 0.23929977, 'xrule'), ([(20211, 11, 7869), (5200, 2, 266), (20211, 2, 266)], 0.23700047, 'xrule')]",6.179937
[1],1,11,"[(17331, 11, 90), (18260, 11, 90), (23082, 3, 6), (14491, 11, 90), (14491, 3, 6), (18260, 3, 6), (19035, 11, 90), (19035, 3, 6), (17331, 3, 6), (6246, 3, 6), (23082, 11, 90)]",[7.1110497],6.5092406,"(6246, 11, 90)",1.0,"[([(6246, 3, 6), (17331, 11, 90), (17331, 3, 6)], 1.5476999, 'xrule'), ([(6246, 3, 6), (18260, 3, 6), (18260, 11, 90)], 1.2063999, 'xrule'), ([(6246, 3, 6), (23082, 11, 90), (23082, 3, 6)], 0.91569996, 'xrule'), ([(6246, 3, 6), (14491, 11, 90), (14491, 3, 6)], 0.78049946, 'xrule'), ([(6246, 3, 6), (19035, 11, 90), (19035, 3, 6)], 0.67809963, 'xrule'), ({(6246, 3, 6), (6246, 4, 66), (6246, 3, 92), (6246, 3, 149)}, 0.36201004349001803, 'baseline'), ({(6246, 3, 6), (6246, 3, 92), (6246, 3, 149), (6246, 3, 40)}, 0.3606458123692206, 'baseline'), ({(6246, 3, 6), (6246, 3, 91), (6246, 3, 92), (6246, 3, 149)}, 0.3566427643453742, 'baseline'), ({(6246, 3, 6), (6246, 4, 66), (6246, 3, 92), (6246, 3, 40)}, 0.356621306707252, 'baseline'), ({(6246, 3, 6), (6246, 3, 91), (6246, 3, 92), (6246, 3, 40)}, 0.353170436178314, 'baseline'), ({(6246, 3, 6), (6246, 3, 91), (6246, 3, 92), (6246, 4, 66)}, 0.35093502351422456, 'baseline'), ({(6246, 3, 6), (6246, 3, 92), (6246, 3, 149), (6246, 2, 30)}, 0.3444729263185823, 'baseline'), ({(6246, 3, 6), (6246, 3, 92), (6246, 3, 40), (6246, 2, 30)}, 0.33696941675611075, 'baseline'), ({(6246, 3, 6), (6246, 3, 91), (6246, 3, 92), (6246, 2, 30)}, 0.3366899901958569, 'baseline'), ({(6246, 3, 6), (6246, 4, 66), (6246, 3, 92), (6246, 2, 30)}, 0.33631233514090325, 'baseline')]",7.1110497
[13],1,11,"[(5305, 2, 30), (9442, 3, 6), (9442, 12, 9444), (9442, 3, 41), (5305, 3, 6), (5305, 3, 41), (9442, 2, 30), (9442, 3, 1952), (5305, 3, 1952), (9442, 3, 94), (5305, 3, 94)]",[3.8534703],7.808302,"(5305, 12, 9444)",13.0,"[([(9442, 3, 94), (9442, 12, 9444), (5305, 3, 94)], 2.7465997, 'xrule'), ([(9442, 12, 9444), (5305, 3, 6), (9442, 3, 6)], 2.646, 'xrule'), ([(9442, 3, 41), (5305, 3, 41), (9442, 12, 9444)], 2.6448998, 'xrule'), ([(9442, 12, 9444), (5305, 3, 1952), (9442, 3, 1952)], 2.5489998, 'xrule'), ([(5305, 2, 30), (9442, 2, 30), (9442, 12, 9444)], 2.5313997, 'xrule'), ({(5305, 3, 5315), (5305, 3, 1952), (5305, 3, 94), (5305, 3, 5314)}, 0.8926587590178908, 'baseline'), ({(5305, 3, 94), (5305, 3, 1952), (5305, 3, 41), (5305, 3, 5314)}, 0.876193571607371, 'baseline'), ({(5305, 3, 5315), (5305, 3, 94), (5305, 3, 41), (5305, 3, 5314)}, 0.8672519210158613, 'baseline'), ({(5305, 3, 94), (5305, 3, 6), (5305, 3, 41), (5305, 3, 5314)}, 0.8609948637178817, 'baseline'), ({(5305, 3, 1952), (5305, 3, 6), (5305, 3, 94), (5305, 3, 5314)}, 0.8465528963955558, 'baseline'), ({(5305, 3, 1952), (5305, 3, 6), (5305, 3, 41), (5305, 3, 94)}, 0.8326087471626554, 'baseline'), ({(5305, 3, 5315), (5305, 3, 6), (5305, 3, 94), (5305, 3, 5314)}, 0.8235464568005018, 'baseline'), ({(5305, 3, 5315), (5305, 3, 1952), (5305, 3, 41), (5305, 3, 94)}, 0.8147273533664564, 'baseline'), ({(5305, 3, 94), (5305, 3, 41), (5305, 3, 5314)}, 0.8016663065189034, 'baseline'), ({(5305, 3, 5315), (5305, 3, 6), (5305, 3, 41), (5305, 3, 94)}, 0.8012581339174725, 'baseline')]",3.8534703
